eventId,eventTitle,startDate,endDate,city,region,country,sponsors,about,eventFormat,isvirtual,url
70532,"2026 CIE International Conference on Radar (Radar)",2026-10-16,2026-10-18,"Xi'an","","China","Chinese Institute of Electronics - CIE; IEEE Aerospace and Electronic Systems Society","Aerospace; Communication, Networking and Broadcast Technologies; Fields, Waves and Electromagnetics; Signal Processing and Analysis",inperson,N,/conf/details?id=70532
72040,"2026 International Conference on Low-Altitude Technology and Intelligent Systems (LATIS)",2026-10-16,2026-10-18,"Linfen","","China","IEEE Systems, Man, and Cybernetics Society; Shanxi University of Electronic Science and Technology","Aerospace; Components, Circuits, Devices and Systems; Computing and Processing; Signal Processing and Analysis",hybrid,Y,/conf/details?id=72040
71905,"2026 International Conference on Algorithms, Data Mining, and Information Technology (ADMIT)",2026-10-16,2026-10-18,"Wuhan","","China","International Society for Applied Computing ; Wuhan Section; Wuhan University of Technology","Computing and Processing; Engineering Profession; General Topics for Engineers; Signal Processing and Analysis",hybrid,Y,/conf/details?id=71905
72124,"2026 4th International Conference on Intelligent Communication and Networking (ICN)",2026-10-16,2026-10-18,"Changzhou","","China","Hohai University; Nanjing Section","Communication, Networking and Broadcast Technologies; Signal Processing and Analysis",hybrid,Y,/conf/details?id=72124
72146,"2026 International Conference on Computer Vision and Embodied Intelligence (CVEI)",2026-10-16,2026-10-18,"Zhengzhou","","China","Henan Academy of Sciences; IEEE Systems, Man, and Cybernetics Society","Components, Circuits, Devices and Systems; Computing and Processing; Robotics and Control Systems; Signal Processing and Analysis",hybrid,Y,/conf/details?id=72146
72411,"2026 International Conference on Applied Statistics, Modeling and Advanced Algorithms (ASMA)",2026-10-16,2026-10-18,"Xiamen","","China","IEEE Systems, Man, and Cybernetics Society; Xiamen University - China","Computing and Processing; Robotics and Control Systems; Signal Processing and Analysis",hybrid,Y,/conf/details?id=72411
72095,"2026 6th International Symposium on Electrical, Electronics and Information Engineering (ISEEIE)",2026-10-16,2026-10-18,"Shenyang","","China","Hainan Institute of Zhejiang University; IEEE Power & Energy Society; Shenyang Ligong University","Communication, Networking and Broadcast Technologies; Power, Energy and Industry Applications; Signal Processing and Analysis",inperson,N,/conf/details?id=72095
72445,"2026 6th International Conference on Power System and Energy Internet (PoSEI)",2026-10-16,2026-10-18,"Qingdao","","China","IEEE Power & Energy Society; Qingdao University","Power, Energy and Industry Applications; Robotics and Control Systems",hybrid,Y,/conf/details?id=72445
72458,"2026 3rd International Conference on Advanced Control Systems and Automation Technology (ACSAT)",2026-10-16,2026-10-18,"Wuhu","","China","Anhui Polytechnic University; Nanjing Section","Computing and Processing; Power, Energy and Industry Applications; Robotics and Control Systems; Signal Processing and Analysis",hybrid,Y,/conf/details?id=72458
72565,"2026 IEEE 7th International Conference on Computer Engineering and Intelligent Control (ICCEIC)",2026-10-16,2026-10-18,"Guangzhou","","China","Guangzhou Section; South China University of Technology","Communication, Networking and Broadcast Technologies; Components, Circuits, Devices and Systems; Computing and Processing; Robotics and Control Systems; Signal Processing and Analysis",inperson,N,/conf/details?id=72565
72167,"2026 IEEE International Conference on Power Engineering and Industrial Electronics (PEIE)",2026-10-16,2026-10-19,"Xi'an","","China","China Council; Xi'an University of Technology","Power, Energy and Industry Applications",hybrid,Y,/conf/details?id=72167
71811,"2026 5th Asian Conference on Frontiers of Power and Energy (ACFPE)",2026-10-22,2026-10-24,"Chengdu","","China","Chengdu Section; Hong Kong Society of Mechanical Engineers; Sichuan Society for Electrical Engineering; Sichuan University","Aerospace; Computing and Processing; Power, Energy and Industry Applications; Robotics and Control Systems; Signal Processing and Analysis; Transportation",hybrid,Y,/conf/details?id=71811
71146,"2026 15th International Symposium on Antennas, Propagation and EM Theory (ISAPE)",2026-10-22,2026-10-25,"Haikou","","China","Chinese Institute of Electronics - CIE; Hong Kong Section AP/MTT Joint Chapter; IEEE Antennas and Propagation Society","Aerospace; Communication, Networking and Broadcast Technologies; Engineered Materials, Dielectrics and Plasmas; Fields, Waves and Electromagnetics; Signal Processing and Analysis",inperson,N,/conf/details?id=71146
71384,"2026 18th International Conference on Signal Processing Systems (ICSPS)",2026-10-23,2026-10-26,"Xiamen","","China","IEEE Systems, Man, and Cybernetics Society; Xiamen University - China","Signal Processing and Analysis",hybrid,Y,/conf/details?id=71384
71728,"2026 6th International Conference on Educational Technology (ICET)",2026-10-23,2026-10-26,"Wuhan","","China","IEEE Education Society; South-Central Minzu University","Computing and Processing",hybrid,Y,/conf/details?id=71728
71970,"2026 5th International Conference on Cloud Computing, Big Data Application and Software Engineering (CBASE)",2026-10-23,2026-10-25,"Chengdu","","China","Chengdu University of Technology; IEEE Systems, Man, and Cybernetics Society","Communication, Networking and Broadcast Technologies; Computing and Processing; Robotics and Control Systems",hybrid,Y,/conf/details?id=71970
72042,"2026 Photonics Global Conference (PGC)",2026-10-23,2026-10-26,"Rizhao","","China","Guangdong University of Technology; IEEE Photonics Society","Communication, Networking and Broadcast Technologies; Components, Circuits, Devices and Systems; Fields, Waves and Electromagnetics; Photonics and Electrooptics",inperson,N,/conf/details?id=72042
71535,"2026 10th CAA International Conference on Vehicular Control and Intelligence (CVCI)",2026-10-23,2026-10-25,"Shanghai","","China","IEEE Systems, Man, and Cybernetics Society; Technical Committee on Vehicle Control and Intelligence, Chinese Association of Automation; Tongji University","Power, Energy and Industry Applications; Robotics and Control Systems; Transportation",inperson,N,/conf/details?id=71535
71460,"2026 IEEE 18th International Conference on Signal Processing (ICSP)",2026-10-23,2026-10-25,"Guiyang","","China","Beijing Jiaotong University - BJTU; Beijing Section; Guizhou University","Computing and Processing; Engineering Profession; Signal Processing and Analysis",inperson,N,/conf/details?id=71460
72259,"2026 6th International Conference on Artificial Intelligence, Automation and Algorithms (AI2A)",2026-10-23,2026-10-25,"Wuxi","","China","International Computing and Engineering Association; Jiangnan University; Nanjing Section","Computing and Processing; General Topics for Engineers",hybrid,Y,/conf/details?id=72259
72058,"2026 International Conference on Artificial Intelligence and Robotic Systems (ICAIRS)",2026-10-23,2026-10-25,"Tianjin","","China","IEEE Robotics and Automation Society; International Society for Applied Computing ; Tiangong University","Computing and Processing; Engineering Profession; General Topics for Engineers; Robotics and Control Systems",hybrid,Y,/conf/details?id=72058
71498,"2026 8th International Conference on Machine Learning, Big Data and Business Intelligence (MLBDBI)",2026-10-23,2026-10-25,"Hangzhou","","China","Nanjing Section; Zhejiang University of Finance and Economics","Communication, Networking and Broadcast Technologies; Computing and Processing; Signal Processing and Analysis",hybrid,Y,/conf/details?id=71498
71540,"2026 14th International Conference on Information Systems and Computing Technology (ISCTech)",2026-10-23,2026-10-25,"Jiaxing","","China","China Council; Jiaxing University","Communication, Networking and Broadcast Technologies; Computing and Processing; Signal Processing and Analysis",inperson,N,/conf/details?id=71540
72395,"2026 3rd International Conference on Unmanned Systems and Automation Control (ICUSAC)",2026-10-23,2026-10-25,"Beijing","","China","IEEE Systems, Man, and Cybernetics Society; North China University of Technology (NCUT)","Communication, Networking and Broadcast Technologies; Computing and Processing; Robotics and Control Systems; Signal Processing and Analysis",hybrid,Y,/conf/details?id=72395
72500,"2026 7th International Conference on Information Science, Parallel and Distributed Systems (ISPDS)",2026-10-23,2026-10-25,"Shanghai","","China","Donghua University; IEEE Systems, Man, and Cybernetics Society","Communication, Networking and Broadcast Technologies; Computing and Processing",hybrid,Y,/conf/details?id=72500
72248,"2026 7th International Conference on Electronic Communication and Artificial Intelligence (ICECAI)",2026-10-23,2026-10-25,"Changsha","","China","Central South University of Forestry and Technology; IEEE Systems, Man, and Cybernetics Society","Communication, Networking and Broadcast Technologies; Components, Circuits, Devices and Systems; Computing and Processing; Signal Processing and Analysis; Transportation",hybrid,Y,/conf/details?id=72248
72269,"2026 6th International Conference on Wireless Communication, Networking and Internet of Things (WCNIoT)",2026-10-23,2026-10-25,"Chongqing","","China","Chongqing University of Posts and Telecommunications; IEEE Systems, Man, and Cybernetics Society","Communication, Networking and Broadcast Technologies; Components, Circuits, Devices and Systems; Computing and Processing; Signal Processing and Analysis; Transportation",hybrid,Y,/conf/details?id=72269
72363,"2026 8th International Symposium on Robotics and Intelligent Manufacturing Technology (ISRIMT)",2026-10-23,2026-10-25,"Changzhou","","China","Hohai University; Nanjing Section","Communication, Networking and Broadcast Technologies; Computing and Processing; Robotics and Control Systems; Signal Processing and Analysis",hybrid,Y,/conf/details?id=72363
72169,"2026 2nd International Conference on Electrical, Control and Artificial Intelligence (ICOECAI)",2026-10-23,2026-10-25,"Guangzhou","","China","Guangdong University of Technology; Guangzhou Section","Components, Circuits, Devices and Systems; Power, Energy and Industry Applications; Robotics and Control Systems",inperson,N,/conf/details?id=72169
72151,"2026 9th International Conference on Power and Energy Applications (ICPEA)",2026-10-23,2026-10-26,"Hefei","","China","Anhui University; IEEE Power & Energy Society; Nanjing Section","Power, Energy and Industry Applications",hybrid,Y,/conf/details?id=72151
72233,"2026 International Conference on Electronics, Communications and Intelligent Sensing (ICECIS)",2026-10-23,2026-10-25,"Changsha","","China","Central South University; IEEE Communications Society","Communication, Networking and Broadcast Technologies; Components, Circuits, Devices and Systems; Computing and Processing; Signal Processing and Analysis",hybrid,Y,/conf/details?id=72233
72523,"2026 8th International Conference on Intelligent Control, Measurement and Signal Processing (ICMSP)",2026-10-23,2026-10-25,"Beijing","","China","IEEE Industrial Electronics Society; IEEE Systems, Man, and Cybernetics Society; Xi'an Shiyou University","Components, Circuits, Devices and Systems; Computing and Processing; Power, Energy and Industry Applications; Robotics and Control Systems; Signal Processing and Analysis",hybrid,Y,/conf/details?id=72523
72074,"2026 6th International Conference on Intelligent Power and Systems (ICIPS)",2026-10-24,2026-10-26,"Dalian","","China","Dalian University of Technology; IEEE Power & Energy Society","Components, Circuits, Devices and Systems; Power, Energy and Industry Applications",hybrid,Y,/conf/details?id=72074
70200,"2026 12th International Conference of Electric Fuses and their Applications (ICEFA)",2026-10-25,2026-10-28,"Xi'an","","China","Xi an Jiaotong University; Xian Section PES Chapter","Engineering Profession; Power, Energy and Industry Applications",inperson,N,/conf/details?id=70200
72043,"2026 11th International Conference on Energy Systems, Electrical and Power Engineering (ESEPE)",2026-10-26,2026-10-28,"Xi'an","","China","Chang'an University; IEEE Systems, Man, and Cybernetics Society","Components, Circuits, Devices and Systems; Power, Energy and Industry Applications",hybrid,Y,/conf/details?id=72043
68822,"2026 IEEE 18th International Conference on Solid-State and Integrated Circuit Technology (ICSICT)",2026-10-27,2026-10-30,"Hangzhou","","China","Beijing Section; China Council; Fudan University; Nanjing Section; Sichuan Institute of Electronics; Wuhan University of Technology; Zhejiang University","Components, Circuits, Devices and Systems",hybrid,Y,/conf/details?id=68822
72260,"2026 4th International Conference on Artificial Intelligence and Automation Control (AIAC)",2026-10-28,2026-10-30,"Shenzhen","","China","Guangzhou Section; Southern University of Science and Technology","Components, Circuits, Devices and Systems; Computing and Processing; Robotics and Control Systems",inperson,N,/conf/details?id=72260
69765,"2026 IEEE International Conference on Informatics, Industrial Electrical and Electronics (ICIIEE)",2026-10-29,2026-10-31,"Shenyang","","China","Harbin Section; Jiangsu Ocean University","Communication, Networking and Broadcast Technologies; Computing and Processing; Power, Energy and Industry Applications; Robotics and Control Systems",hybrid,Y,/conf/details?id=69765
72499,"2026 7th International Conference on Mechanical Automation and Intelligent Manufacturing (MAIM)",2026-10-29,2026-10-31,"Aksu","","China","IEEE Systems, Man, and Cybernetics Society; Xinjiang Institute of Technology","Computing and Processing; Power, Energy and Industry Applications; Robotics and Control Systems; Signal Processing and Analysis",hybrid,Y,/conf/details?id=72499
71831,"2026 International Conference on Cyber Resilience and Endogenous Safety & Security (CRESS)",2026-10-29,2026-10-31,"Nanjing","","China","Nanjing Section; Purple Mountain Laboratories","Communication, Networking and Broadcast Technologies; Computing and Processing; Robotics and Control Systems",hybrid,Y,/conf/details?id=71831
67456,"2026 IEEE PES Innovative Smart Grid Technologies - Asia (ISGT Asia)",2026-10-30,2026-11-01,"Wuhan","","China","IEEE Power & Energy Society; Wuhan University","Communication, Networking and Broadcast Technologies; Components, Circuits, Devices and Systems; Computing and Processing; Power, Energy and Industry Applications; Robotics and Control Systems; Signal Processing and Analysis",inperson,N,/conf/details?id=67456
72439,"2026 8th International Conference on Frontier Technologies of Information and Computer (ICFTIC)",2026-10-30,2026-11-01,"Qingdao","","China"," China University of Petroleum (East China); IEEE Systems, Man, and Cybernetics Society","Communication, Networking and Broadcast Technologies; Computing and Processing; Robotics and Control Systems; Signal Processing and Analysis",hybrid,Y,/conf/details?id=72439
72041,"2026 International Conference on Artificial Intelligence, Big Data and Cloud Computing (AIBDCC)",2026-10-30,2026-10-31,"Chengdu","","China","Chengdu Section; Chengdu University; International Society for Applied Computing ","Computing and Processing; Engineering Profession; General Topics for Engineers; Signal Processing and Analysis",hybrid,Y,/conf/details?id=72041
71823,"2026 2nd International Conference on Energy Internet and Electrical Engineering (EIEE)",2026-10-30,2026-11-01,"Suzhou","","China","Nanjing Section; Suzhou University of Technology","Power, Energy and Industry Applications; Robotics and Control Systems",hybrid,Y,/conf/details?id=71823
71337,"2026 9th International Conference on Robotic Systems and Applications (ICRSA)",2026-10-30,2026-11-01,"Huizhou","","China","Guangzhou Section; Huizhou University","Robotics and Control Systems",hybrid,Y,/conf/details?id=71337
71841,"2026 International Conference on Digital Intelligence and Cybersecurity (ICDIC)",2026-10-30,2026-11-01,"Xiamen","","China","Huaqiao University; IEEE Systems, Man, and Cybernetics Society","Communication, Networking and Broadcast Technologies; Components, Circuits, Devices and Systems; Computing and Processing",hybrid,Y,/conf/details?id=71841
71871,"2026 IEEE International Conference on High Performance Computing and Communications (HPCC)",2026-10-30,2026-11-02,"Luoyang","","China","IEEE Computer Society","Communication, Networking and Broadcast Technologies; Computing and Processing; Signal Processing and Analysis",inperson,N,/conf/details?id=71871
71872,"2026 IEEE International Conference on Data Science and Systems (DSS)",2026-10-30,2026-11-02,"Luoyang","","China","IEEE Computer Society","Communication, Networking and Broadcast Technologies; Computing and Processing",inperson,N,/conf/details?id=71872
71874,"2026 IEEE International Conference on Smart City (SmartCity)",2026-10-30,2026-11-02,"Luoyang","","China","IEEE Computer Society","Communication, Networking and Broadcast Technologies; Computing and Processing",inperson,N,/conf/details?id=71874
71875,"2026 IEEE International Conference on Dependability in Sensor, Cloud and Big Data Systems and Applications (DependSys)",2026-10-30,2026-11-02,"Luoyang","","China","IEEE Computer Society","Communication, Networking and Broadcast Technologies; Computing and Processing; Signal Processing and Analysis",inperson,N,/conf/details?id=71875
71876,"2026 IEEE International Conference on Embodied AI (Embodied AI)",2026-10-30,2026-11-02,"Luoyang","","China","IEEE Computer Society","Communication, Networking and Broadcast Technologies; Computing and Processing; Signal Processing and Analysis",inperson,N,/conf/details?id=71876
71877,"2026 IEEE International Conference on Embedded Software and Systems (ICESS)",2026-10-30,2026-11-02,"Luoyang","","China","IEEE Computer Society","Communication, Networking and Broadcast Technologies; Computing and Processing",inperson,N,/conf/details?id=71877
72173,"2026 6th IEEE International Conference on Energy Engineering and Power Systems (EEPS)",2026-10-30,2026-11-01,"Shenzhen","","China","Guangzhou Section; The Chinese University of Hong Kong, Shenzhen","Power, Energy and Industry Applications",inperson,N,/conf/details?id=72173
71533,"2026 Asian Conference on Artificial Intelligence Technology (ACAIT)",2026-10-30,2026-11-01,"Chongqing","","China","Chinese Association for Artificial Intelligence; Chongqing University of Technology; IEEE Computational Intelligence Society","Computing and Processing",hybrid,Y,/conf/details?id=71533
72231,"2026 International Conference on Power, Electrical and Energy Systems Engineering (PEESE)",2026-10-31,2026-11-01,"Chengdu","","China","Chengdu Section; International Society for Applied Computing ; University of Electronic Science and Technology of China","Computing and Processing; Engineering Profession; General Topics for Engineers; Nuclear Engineering; Power, Energy and Industry Applications",hybrid,Y,/conf/details?id=72231
70761,"2026 Asia Communications and Photonics Conference (ACP)",2026-11-01,2026-11-04,"Hangzhou","","China","IEEE Photonics Society; Westlake University","Communication, Networking and Broadcast Technologies; Components, Circuits, Devices and Systems; Computing and Processing; Photonics and Electrooptics; Power, Energy and Industry Applications; Signal Processing and Analysis",inperson,N,/conf/details?id=70761
71229,"2026 International Workshop on Advanced Interconnects (WAI)",2026-11-04,2026-11-06,"Hangzhou","","China","IEEE Electromagnetic Compatibility Society; Zhejiang University","Components, Circuits, Devices and Systems; Fields, Waves and Electromagnetics",inperson,N,/conf/details?id=71229
70599,"2026 IEEE International Power Electronics and Application Conference and Exposition (PEAC)",2026-11-05,2026-11-08,"Suzhou","","China","China Power Supply Society; IEEE Power Electronics Society","Power, Energy and Industry Applications",inperson,N,/conf/details?id=70599
72462,"2026 6th International Conference on Computer Science, Electronic Information Engineering and Intelligent Control Technology (CEI)",2026-11-06,2026-11-08,"Nanning","","China","Guangxi University; IEEE Systems, Man, and Cybernetics Society","Communication, Networking and Broadcast Technologies; Components, Circuits, Devices and Systems; Computing and Processing; Fields, Waves and Electromagnetics; Power, Energy and Industry Applications; Robotics and Control Systems; Signal Processing and Analysis",hybrid,Y,/conf/details?id=72462
72149,"2026 International Conference on AI Industrial Software and Visual Processing (AI-ISVP)",2026-11-06,2026-11-08,"Panzhihua","","China","IEEE Industrial Electronics Society; Panzhihua University","Computing and Processing; Power, Energy and Industry Applications; Robotics and Control Systems; Signal Processing and Analysis",hybrid,Y,/conf/details?id=72149
72148,"2026 International Conference on Electrical and Electronics Engineering and Artificial Intelligence (3EAI)",2026-11-06,2026-11-08,"Tumxuk","","China","IEEE Systems, Man, and Cybernetics Society; Xinjiang University of Political Science and Law","Components, Circuits, Devices and Systems; Computing and Processing; Power, Energy and Industry Applications",hybrid,Y,/conf/details?id=72148
71844,"2026 2nd Low-Altitude Economy Forum & International Conference on Low-Altitude Flight Technology and Unmanned Aerial Vehicle Application (LEF & ICLU)",2026-11-06,2026-11-08,"Guilin","","China","Guilin University of Aerospace Technology; IEEE Systems, Man, and Cybernetics Society","Aerospace; Communication, Networking and Broadcast Technologies; Components, Circuits, Devices and Systems; Computing and Processing; Power, Energy and Industry Applications; Robotics and Control Systems; Signal Processing and Analysis",hybrid,Y,/conf/details?id=71844
72090,"2026 10th International Workshop on Control Engineering and Advanced Algorithms (IWCEAA)",2026-11-06,2026-11-08,"Xi'an","","China","Chang'an University; IEEE Industrial Electronics Society; IEEE Systems, Man, and Cybernetics Society","Components, Circuits, Devices and Systems; Computing and Processing; Power, Energy and Industry Applications; Robotics and Control Systems; Signal Processing and Analysis",hybrid,Y,/conf/details?id=72090
71531,"2026 International Conference on Sensing, Measurement & Data Analytics in the era of Artificial Intelligence (ICSMD)",2026-11-06,2026-11-08,"Chengdu","","China","IEEE Instrumentation and Measurement Society; Sichuan University","Aerospace; Components, Circuits, Devices and Systems; General Topics for Engineers; Robotics and Control Systems; Signal Processing and Analysis",inperson,N,/conf/details?id=71531
71781,"2026 3rd International Conference on Artificial Intelligence, Big Data, and Security Governance (AIBDSG)",2026-11-06,2026-11-08,"Hangzhou","","China","Nanjing Section; Zhejiang University of Science and Technology","Computing and Processing; Signal Processing and Analysis",hybrid,Y,/conf/details?id=71781
70765,"2026 IEEE International Conference on Cognitive Computing and Complex Data (ICCD)",2026-11-06,2026-11-08,"Beijing","","China","Beijing Jiaotong University - BJTU; Beijing Section; Guangxi Association for Artificial Intelligence","Computing and Processing; Power, Energy and Industry Applications; Robotics and Control Systems; Signal Processing and Analysis; Transportation",hybrid,Y,/conf/details?id=70765
72271,"2026 International Conference on Robot Technology and Control Engineering (RTCE)",2026-11-06,2026-11-08,"Zhenjiang","","China","Jiangsu University; Nanjing Section","Communication, Networking and Broadcast Technologies; Computing and Processing; Robotics and Control Systems; Signal Processing and Analysis",hybrid,Y,/conf/details?id=72271
72330,"2026 International Conference on Computer, Internet of Things and Smart City (CIoTSC)",2026-11-06,2026-11-08,"Mianyang","","China","Chengdu Section; Southwest University of Science and Technology, China","Communication, Networking and Broadcast Technologies; Computing and Processing; Robotics and Control Systems",inperson,N,/conf/details?id=72330
71437,"2026 8th International Conference on Robotics and Computer Vision (ICRCV)",2026-11-06,2026-11-08,"Jiangyin","","China","IEEE Robotics and Automation Society; Nanjing University of Science and Technology - China","Computing and Processing; Robotics and Control Systems",hybrid,Y,/conf/details?id=71437
71848,"2026 International Conference on New Trends in Computational Intelligence (NTCI)",2026-11-06,2026-11-08,"Jinzhou","","China","IEEE Computational Intelligence Society; Liaoning University of Technology","Computing and Processing; General Topics for Engineers; Signal Processing and Analysis",hybrid,Y,/conf/details?id=71848
71737,"2026 8th International Conference on Video, Signal and Image Processing (VSIP)",2026-11-06,2026-11-08,"Zhenjiang","","China","Jiangsu University of Science and Technology; Nanjing Section","Signal Processing and Analysis",hybrid,Y,/conf/details?id=71737
72718,"2026 2nd International Conference on Algorithms, Software and Network Security (ASNS)",2026-11-06,2026-11-08,"Hangzhou","","China","Nanchang University; Nanjing Section; Zhejiang University of Technology","Communication, Networking and Broadcast Technologies; Computing and Processing; Signal Processing and Analysis",hybrid,Y,/conf/details?id=72718
72284,"2026 2nd International Conference on Green Energy and Energy Storage Systems (GEESS)",2026-11-06,2026-11-08,"Beijing","","China","Chinese Association of Development Strategy Studies; IEEE Systems, Man, and Cybernetics Society","Power, Energy and Industry Applications; Robotics and Control Systems",hybrid,Y,/conf/details?id=72284
72552,"2026 International Conference on Metaverse Computing, Networking and Applications (MetaCom)",2026-11-06,2026-11-09,"Xi'an","","China","IEEE Communications Society; Kanazawa University","Communication, Networking and Broadcast Technologies; Computing and Processing",inperson,N,/conf/details?id=72552
72695,"2026 6th International Conference on Communication Technology and Information Technology (ICCTIT)",2026-11-06,2026-11-08,"Beijing","","China","Beijing Jiaotong University - BJTU; IEEE Systems, Man, and Cybernetics Society","Communication, Networking and Broadcast Technologies; Computing and Processing; Signal Processing and Analysis",hybrid,Y,/conf/details?id=72695
71743,"2026 31st Asia-Pacific Conference on Communications (APCC)",2026-11-10,2026-11-12,"Xi'an","","China","China Institute of Communications; IEICE Communications Society; Korea Institute of Information and Communication Sciences; Xian Section","Communication, Networking and Broadcast Technologies; Computing and Processing",inperson,N,/conf/details?id=71743
72966,"2026 7th China International SAR Symposium (CISS)",2026-11-10,2026-11-12,"Nanjing","","China","IEEE Geoscience and Remote Sensing Society; Nanjing University of Aeronautics & Astronautics - NUAA","Aerospace; Components, Circuits, Devices and Systems; Computing and Processing; Fields, Waves and Electromagnetics; Geoscience; Photonics and Electrooptics; Signal Processing and Analysis",inperson,N,/conf/details?id=72966
71204,"2026 IEEE conference on E-Business Engineering (ICEBE)",2026-11-11,2026-11-13,"Wuhan","","China","IEEE Computer Society","Communication, Networking and Broadcast Technologies; Computing and Processing",inperson,N,/conf/details?id=71204
70389,"2026 IEEE International Conference on Knowledge Graph (ICKG)",2026-11-12,2026-11-13,"Shenyang","","China","IEEE Computer Society","Computing and Processing",inperson,N,/conf/details?id=70389
70920,"2026 IEEE International Conference on Data Mining Workshops (ICDMW)",2026-11-12,2026-11-15,"Shenyang","","China","IEEE Computer Society","Computing and Processing",inperson,N,/conf/details?id=70920
70242,"2026 IEEE International Conference on Data Mining (ICDM)",2026-11-12,2026-11-15,"Shenyang","","China","IEEE Computer Society","Communication, Networking and Broadcast Technologies; Computing and Processing; Geoscience; Transportation",inperson,N,/conf/details?id=70242
71794,"2026 IEEE Renewable Energy and Carbon Neutrality Technologies Conference (RECNT)",2026-11-12,2026-11-14,"Beijing","","China","North China Electric Power University - NCEPU; Wuhan Section","Communication, Networking and Broadcast Technologies; Components, Circuits, Devices and Systems; Computing and Processing; Engineered Materials, Dielectrics and Plasmas; Engineering Profession; Fields, Waves and Electromagnetics; General Topics for Engineers; Nuclear Engineering; Power, Energy and Industry Applications; Robotics and Control Systems; Signal Processing and Analysis; Transportation",hybrid,Y,/conf/details?id=71794
70797,"2026 International Conference on Computational Science and Power Engineering (CSPE)",2026-11-13,2026-11-15,"Hefei","","China","Hefei University of Technology; Nanjing Section","Computing and Processing; Power, Energy and Industry Applications",hybrid,Y,/conf/details?id=70797
71183,"2026 6th International Conference on Smart Grid and Energy Internet (SGEI)",2026-11-13,2026-11-15,"Yichang","","China","China Three Gorges University; IEEE Power & Energy Society","Communication, Networking and Broadcast Technologies; Components, Circuits, Devices and Systems; Power, Energy and Industry Applications; Robotics and Control Systems",hybrid,Y,/conf/details?id=71183
71243,"2026 IEEE International Conference on AI Video Technology and Applications (AIVTA)",2026-11-13,2026-11-15,"HeFei,AnHui","","China","American-European Media Association (AEMA); China Council","Computing and Processing; Robotics and Control Systems; Signal Processing and Analysis",inperson,N,/conf/details?id=71243
70624,"2026 International Conference on Machine Intelligence and Nature-Inspired Computing (MIND)",2026-11-13,2026-11-15,"Chongqing","","China","Chongqing Association for Science Popularization Research; IEEE Computational Intelligence Society","Computing and Processing; Robotics and Control Systems",inperson,N,/conf/details?id=70624
72250,"2026 International Conference on Computer Science and Intelligent Systems (ICCSIS)",2026-11-13,2026-11-15,"Hangzhou","","China","IEEE Systems, Man, and Cybernetics Society; Zhejiang University of Science and Technology","Communication, Networking and Broadcast Technologies; Computing and Processing; Robotics and Control Systems; Signal Processing and Analysis",hybrid,Y,/conf/details?id=72250
72059,"2026 International Conference on Computer Science, Artificial Intelligence and Digital Media Technology (ICADT)",2026-11-13,2026-11-15,"Hangzhou","","China","Communication University of Zhejiang; Nanjing Section","Communication, Networking and Broadcast Technologies; Computing and Processing",hybrid,Y,/conf/details?id=72059
71774,"2026 8th International Conference on Mechatronics, Robotics and Automation (ICMRA)",2026-11-13,2026-11-15,"Suzhou","","China","Nanjing Section; Suzhou University of Science and Technology","Components, Circuits, Devices and Systems; Robotics and Control Systems",hybrid,Y,/conf/details?id=71774
72307,"2026 3rd International Conference on Remote Sensing and Digital Earth (RSDE)",2026-11-13,2026-11-15,"Hangzhou","","China","Hangzhou Normal University; Nanjing Section","Geoscience; Signal Processing and Analysis",hybrid,Y,/conf/details?id=72307
71161,"2026 4th International Conference on Logistics Engineering, Supply Chain, and Digital Transformation (LESCDT)",2026-11-13,2026-11-15,"Zhengzhou","","China","Fachhochschule Nordwestschweiz - FHNW; IEEE Computer Society; Zhengzhou University","Communication, Networking and Broadcast Technologies; Computing and Processing; Robotics and Control Systems; Signal Processing and Analysis; Transportation",hybrid,Y,/conf/details?id=71161
72759,"2026 6th International Conference on Digital Society and Intelligent Systems (DSInS)",2026-11-13,2026-11-15,"Dali","","China","IEEE Systems, Man, and Cybernetics Society; West Yunnan University of Applied Sciences","Computing and Processing; Robotics and Control Systems",hybrid,Y,/conf/details?id=72759
72613,"2026 6th International Conference on Artificial Intelligence, Robotics, and Communication (ICAIRC)",2026-11-13,2026-11-15,"Xiamen","","China","IEEE Systems, Man, and Cybernetics Society; Xiamen University - China","Communication, Networking and Broadcast Technologies; Computing and Processing; Robotics and Control Systems",hybrid,Y,/conf/details?id=72613
72705,"2026 2nd International Conference on Intelligent Control and Computing Science (ICICCS)",2026-11-13,2026-11-15,"Nantong","","China","Nanjing Section; Nantong Institute of Technology","Communication, Networking and Broadcast Technologies; Computing and Processing; Robotics and Control Systems; Signal Processing and Analysis",hybrid,Y,/conf/details?id=72705
72842,"2026 2nd International Conference on Power Conversion and Control Engineering (PCCE)",2026-11-13,2026-11-15,"Guangzhou","","China","Guangzhou Section; South China University of Technology","Power, Energy and Industry Applications",hybrid,Y,/conf/details?id=72842
71809,"2026 11th International Conference on Communication, Image and Signal Processing (CCISP)",2026-11-19,2026-11-22,"Hefei","","China","Asia Pacific Institute of Science and Engineering (APISE); Hefei University of Technology; Nanjing Section; Sichuan University","Aerospace; Communication, Networking and Broadcast Technologies; Computing and Processing; Power, Energy and Industry Applications; Robotics and Control Systems; Signal Processing and Analysis; Transportation",hybrid,Y,/conf/details?id=71809
